platform,source_market_id,event_id,title,category,yes_bid,yes_ask,no_bid,no_ask,volume,liquidity,close_time,status,pulled_at
kalshi,KXMLBSPREAD-26SEP041410DETCLEG1-DET6,KXMLBSPREAD-26SEP041410DETCLEG1,Detroit wins by over 5.5 runs?,,0.03,0.45,0.55,0.97,50.25,0.0,2026-09-07T18:10:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXEERSTEDIVTOTAL-26SEP04EMMVOL-9,KXEERSTEDIVTOTAL-26SEP04EMMVOL,Will over 8.5 goals be scored?,,0.04,0.98,0.02,0.96,0.0,0.0,2026-09-07T00:00:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXSERIEATEAMTOTAL-26SEP04GENCOM-COM6,KXSERIEATEAMTOTAL-26SEP04GENCOM,Will Como score over 5.5 goals?,,0.06,0.88,0.12,0.94,0.0,0.0,2026-09-07T00:45:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-ORE325,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Oregon: 325+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-ORE300,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Oregon: 300+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-ORE275,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Oregon: 275+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-ORE250,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Oregon: 250+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-ORE225,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Oregon: 225+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-ORE200,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Oregon: 200+ receiving yards,,0.0,0.92,0.08,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-ORE175,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Oregon: 175+ receiving yards,,0.0,0.92,0.08,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-BSU250,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Boise St.: 250+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-BSU225,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Boise St.: 225+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-BSU200,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Boise St.: 200+ receiving yards,,0.0,0.92,0.08,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-BSU175,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Boise St.: 175+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-BSU150,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Boise St.: 150+ receiving yards,,0.0,0.91,0.09,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-BSU125,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Boise St.: 125+ receiving yards,,0.0,0.92,0.08,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXNCAAFTEAMRECYDS-26SEP05BSUORE-BSU100,KXNCAAFTEAMRECYDS-26SEP05BSUORE,Boise St.: 100+ receiving yards,,0.0,0.92,0.08,1.0,0.0,0.0,2026-09-07T19:30:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP042325SZBJNO-SZB,KXTTELITEMATCH-26SEP042325SZBJNO,Sobkow Zbigniew wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-12T03:25:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP042325SZBJNO-JNO,KXTTELITEMATCH-26SEP042325SZBJNO,Jakub Nowak wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-12T03:25:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP042325GADSKO-SKO,KXTTELITEMATCH-26SEP042325GADSKO,Szymon Kolasa wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-12T03:25:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP042325GADSKO-GAD,KXTTELITEMATCH-26SEP042325GADSKO,Grzegorz Adamiak wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-12T03:25:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP041825DPYMKR-MKR,KXTTELITEMATCH-26SEP041825DPYMKR,Michal Krutak wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-11T22:25:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP041825DPYMKR-DPY,KXTTELITEMATCH-26SEP041825DPYMKR,Dawid Pyrek wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-11T22:25:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP041820RSZGPA-RSZ,KXTTELITEMATCH-26SEP041820RSZGPA,Robert Szymik wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-11T22:20:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXTTELITEMATCH-26SEP041820RSZGPA-GPA,KXTTELITEMATCH-26SEP041820RSZGPA,Gasiorski Pawel wins,,0.05,0.95,0.05,0.95,0.0,0.0,2026-09-11T22:20:00Z,active,2026-09-04T19:38:15.660412+00:00
kalshi,KXATPDOUBLES-26SEP06HELPATARNSTR-HELPAT,KXATPDOUBLES-26SEP06HELPATARNSTR,Harri Heliovaara / Henry Patten wins,,0.25,0.75,0.25,0.75,0.0,0.0,2026-09-20T15:00:00Z,active,2026-09-04T19:38:15.660412+00:00
